rand_urban_dist,rand_non_urb_dist,leaid,nlscdsch,sch_name,lea_name,lcity,fipst,lstate,cnty,nmcnty,lat,lon,lstreet,lzip,title_one,sch_level,gslo,gshi,g01,g02,g03,g04,g05,g06,g07,g08,g09,g10,g11,g12,school_sample
2,,1200390,120039000560,LAKE STEVENS MIDDLE SCHOOL,DADE,MIAMI GARDENS,12,FL,12086,MIAMI-DADE COUNTY,25.941157,-80.282514,18484 NW 48TH PL,33055,1,Middle,6,8,,,,,,201,197,177,,,,,0
2,,1200390,120039007060,DISTRICT SUMMER CENTER H,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.78978,-80.189911,1500 BISCAYNE BLVD,33132,0,Other,KG,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,1200390,120039000461,MIAMI GARDENS ELEMENTARY SCHOOL,DADE,MIAMI GARDENS,12,FL,12086,MIAMI-DADE COUNTY,25.950101,-80.275154,4444 NW 195TH ST,33055,1,Elementary,PK,5,46,47,43,38,32,,,,,,,,0
2,,1200390,120039000372,BANYAN ELEMENTARY SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.741216,-80.333696,3060 SW 85TH AVE,33155,1,Elementary,PK,5,49,42,76,44,44,,,,,,,,0
2,,1200390,120039000438,MADIE IVES K-8 PREPARATORY ACADEMY,DADE,NORTH MIAMI BEACH,12,FL,12086,MIAMI-DADE COUNTY,25.967029,-80.175102,20770 NE 14TH AVE,33179,1,Elementary,PK,8,103,90,100,98,120,109,0,0,,,,,0
2,,1200390,120039004654,DAVID LAWRENCE JR. K-8 CENTER,DADE,NORTH MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.914093,-80.145587,15000 BAY VISTA BLVD,33181,1,Elementary,PK,8,139,131,182,176,181,190,187,184,,,,,0
2,,1200390,120039000596,MIAMI CENTRAL SENIOR HIGH SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.862192,-80.228277,1781 NW 95TH ST,33147,1,High,9,12,,,,,,,,,434,449,420,406,0
2,,1200390,120039007290,GOULDS ELEMENTARY SCHOOL,DADE,HOMESTEAD,12,FL,12086,MIAMI-DADE COUNTY,25.548916,-80.371612,23555 SW 112TH AVE,33032,1,Elementary,PK,5,68,72,97,78,84,,,,,,,,0
2,,1200390,120039002128,PK EARLY INTERVENTION PROGRAM,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.788992,-80.191013,1501 NE 2 AVE RM 234,33132,0,Elementary,PK,PK,,,,,,,,,,,,,0
2,,1200390,120039000533,WEST HOMESTEAD K-8 CENTER,DADE,HOMESTEAD,12,FL,12086,MIAMI-DADE COUNTY,25.463631,-80.495122,1550 SW 6TH ST,33030,1,Elementary,PK,8,86,102,116,84,92,103,65,61,,,,,0
2,,1200390,120039000601,MIAMI JACKSON SENIOR HIGH SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.810776,-80.226696,1751 NW 36TH ST,33142,1,High,9,12,,,,,,,,,387,425,353,393,0
2,,1200390,120039002812,ACADEMY FOR COMMUNITY EDUCATION (ACE),DADE,EL PORTAL,12,FL,12086,MIAMI-DADE COUNTY,25.855858,-80.201981,8950 NW 2ND AVE,33150,1,High,9,12,,,,,,,,,2,18,22,28,0
2,,1200390,120039000390,FIENBERG/FISHER K-8 CENTER,DADE,MIAMI BEACH,12,FL,12086,MIAMI-DADE COUNTY,25.786041,-80.132306,1420 WASHINGTON AVE,33139,1,Elementary,PK,8,105,87,100,80,77,92,106,92,,,,,0
2,,1200390,120039007182,MIAMI PALMETTO SENIOR HIGH ADULT,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.660796,-80.315628,7460 SW 118TH ST,33156,0,,,,,,,,,,,,,,,,0
2,,1200390,120039000468,MORNINGSIDE K-8 ACADEMY,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.836691,-80.187293,6620 NE 5TH AVE,33138,1,Elementary,PK,8,69,57,68,60,69,44,38,23,,,,,0
2,,1200390,120039000521,SPRINGVIEW ELEMENTARY SCHOOL,DADE,MIAMI SPRINGS,12,FL,12086,MIAMI-DADE COUNTY,25.833003,-80.303443,1122 BLUEBIRD AVE,33166,1,Elementary,PK,5,59,72,63,79,56,,,,,,,,0
2,,1200390,120039002806,CLAUDE PEPPER ELEMENTARY SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.676227,-80.429949,14550 SW 96TH ST,33186,1,Elementary,PK,5,88,83,80,105,90,,,,,,,,1
2,,1200390,120039000523,SUNSET ELEMENTARY SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.704191,-80.276273,5120 SW 72ND ST,33143,1,Elementary,PK,5,200,206,225,218,221,,,,,,,,0
2,,1200390,120039007820,HIS HOUSE,DADE,MIAMI GARDENS,12,FL,12086,MIAMI-DADE COUNTY,25.957972,-80.280768,20000 NW 47 AVE,33055,0,Other,4,12,,,,1,,2,1,5,4,8,39,0,0
2,,1200390,120039000593,HOMESTEAD SENIOR HIGH SCHOOL,DADE,HOMESTEAD,12,FL,12086,MIAMI-DADE COUNTY,25.449508,-80.459174,2351 SE 12TH AVE,33034,1,High,9,12,,,,,,,,,461,560,499,448,0
2,,1200390,120039002704,TOUSSAINT L'OUVERTURE ELEMENTARY,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.829421,-80.193736,120 NE 59TH ST,33137,1,Elementary,PK,5,68,81,51,52,61,,,,,,,,0
2,,1200390,120039003049,DR. EDWARD L. WHIGHAM ELEMENTARY SCHOOL,DADE,CUTLER BAY,12,FL,12086,MIAMI-DADE COUNTY,25.565101,-80.330854,21545 SW 87TH AVE,33189,1,Elementary,PK,5,104,113,118,110,106,,,,,,,,0
2,,1200390,120039002132,ALTERNATIVE OUTREACH PROGRAM,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.83277,-80.241921,6300 NW 27TH AVE,33147,0,Other,KG,12,0,0,0,0,0,0,0,0,29,57,57,164,0
2,,1200390,120039007023,CORAL GABLES SENIOR HIGH ADULT EDUCATION,DADE,CORAL GABLES,12,FL,12086,MIAMI-DADE COUNTY,25.734273,-80.263297,450 BIRD RD,33146,0,,,,,,,,,,,,,,,,0
2,,1200390,120039000467,MARCUS A. MILAM K-8 CENTER,DADE,HIALEAH,12,FL,12086,MIAMI-DADE COUNTY,25.878082,-80.316044,6020 W 16TH AVE,33012,1,Elementary,PK,8,77,83,104,106,107,125,115,134,,,,,0
2,,1200390,120039000447,LAKE STEVENS ELEMENTARY SCHOOL,DADE,MIAMI GARDENS,12,FL,12086,MIAMI-DADE COUNTY,25.940242,-80.285078,5101 NW 183RD ST,33055,1,Elementary,PK,5,48,32,46,31,43,,,,,,,,0
2,,1200390,120039000534,HENRY S. WEST LABORATORY SCHOOL,DADE,CORAL GABLES,12,FL,12086,MIAMI-DADE COUNTY,25.721238,-80.273895,5300 CARILLO ST,33146,1,Elementary,KG,8,50,51,49,53,46,35,34,0,,,,,0
2,,1200390,120039005838,SOUTH DADE MIDDLE SCHOOL,DADE,HOMESTEAD,12,FL,12086,MIAMI-DADE COUNTY,25.49602,-80.506348,29100 SW 194TH AVE,33030,1,Elementary,4,8,,,,214,232,293,232,224,,,,,0
2,,1200390,120039002054,DEVON AIRE K-8 CENTER,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.668916,-80.390567,10501 SW 122ND AVE,33186,1,Elementary,PK,8,166,133,187,160,153,186,217,161,,,,,0
2,,1200390,120039000526,TREASURE ISLAND ELEMENTARY SCHOOL,DADE,NORTH BAY VILLAGE,12,FL,12086,MIAMI-DADE COUNTY,25.846545,-80.147241,7540 E TREASURE DR,33141,1,Elementary,PK,5,93,77,92,82,84,,,,,,,,0
2,,1200390,120039000565,HOWARD D. MCMILLAN MIDDLE SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.712424,-80.405856,13100 SW 59TH ST,33183,1,Middle,6,8,,,,,,386,326,286,,,,,0
2,,1200390,120039000466,MIAMI SPRINGS ELEMENTARY SCHOOL,DADE,MIAMI SPRINGS,12,FL,12086,MIAMI-DADE COUNTY,25.822984,-80.284656,51 PARK ST,33166,1,Elementary,PK,5,58,49,63,67,54,,,,,,,,0
2,,1200390,120039002148,ROBERT MORGAN EDUCATIONAL CENTER AND TECHNICAL COLLEGE,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.599553,-80.39042,18180 SW 122ND AVE,33177,0,High,9,12,,,,,,,,,0,0,0,0,0
2,,1200390,120039002500,BEN SHEPPARD ELEMENTARY SCHOOL,DADE,HIALEAH,12,FL,12086,MIAMI-DADE COUNTY,25.87436,-80.332093,5700 W 24TH AVE,33016,1,Elementary,PK,5,128,125,167,160,179,,,,,,,,0
2,,1200390,120039002555,JUVENILE JUSTICE CENTER ALT ED,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.80623,-80.24222,3300 NW 27TH AVE,33142,1,Other,6,12,,,,,,1,13,17,22,32,17,5,0
2,,1200390,120039001441,IRVING & BEATRICE PESKOE K-8 CENTER,DADE,MIAMI SPRINGS,12,FL,12086,MIAMI-DADE COUNTY,25.821503,-80.286332,301 WESTWARD DR,33166,1,Elementary,PK,8,93,112,118,134,99,103,70,66,,,,,0
2,,1200390,120039000493,PARKWAY ELEMENTARY SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.945545,-80.224239,1320 NW 188TH ST,33169,1,Elementary,PK,5,49,50,51,58,51,,,,,,,,0
2,,1200390,120039000388,CAROL CITY ELEMENTARY SCHOOL,DADE,MIAMI GARDENS,12,FL,12086,MIAMI-DADE COUNTY,25.932998,-80.271293,4375 NW 173RD DR,33055,1,Elementary,PK,5,50,58,83,38,52,,,,,,,,0
2,,1200390,120039000407,PAUL LAURENCE DUNBAR K-8 CENTER,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.795669,-80.203125,505 NW 20TH ST,33127,1,Elementary,PK,8,41,30,37,42,46,35,22,19,,,,,0
2,,1200390,120039000573,NORTH MIAMI MIDDLE SCHOOL,DADE,NORTH MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.896973,-80.184136,700 NE 137TH ST,33161,1,Middle,6,8,,,,,,323,310,312,,,,,0
2,,1200390,120039000379,BLUE LAKES ELEMENTARY SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.719238,-80.344231,9250 SW 52ND TER,33165,1,Elementary,PK,8,58,52,68,77,58,12,14,13,,,,,0
2,,1200390,120039000617,COPE CENTER NORTH,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.867065,-80.230438,9950 NW 19TH AVE,33147,1,Other,6,12,,,,,,0,0,3,10,11,21,27,0
2,,1200390,120039007979,SECONDARY STUDENT SUCCESS CENTER-804,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.83993,-80.227311,7100 NW 17TH AVE,33147,1,Other,6,12,,,,,,2,9,5,0,0,0,0,0
2,,1200390,120039000454,JESSE J. MCCRARY JR. ELEMENTARY SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.84496,-80.2053,514 NW 77TH ST,33150,1,Elementary,PK,5,110,80,106,83,66,,,,,,,,0
2,,1200390,120039000446,KINLOCH PARK ELEMENTARY SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.773013,-80.265236,4275 NW 1ST ST,33126,1,Elementary,PK,5,94,81,105,104,123,,,,,,,,0
2,,1200390,120039007437,JACKSON SIPP/CHILD CRISIS,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.790755,-80.209561,1695 NW 9TH AVE,33136,0,Other,6,11,,,,,,0,0,1,0,1,0,,0
2,,1200390,120039007073,AMERICAN SENIOR HIGH ADULT EDUCATION,DADE,HIALEAH,12,FL,12086,MIAMI-DADE COUNTY,25.939517,-80.307936,18350 NW 67TH AVE,33015,0,,,,,,,,,,,,,,,,0
2,,1200390,120039002292,CALUSA ELEMENTARY SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.678918,-80.412478,9580 W CALUSA CLUB DR,33186,1,Elementary,PK,5,124,146,148,136,147,,,,,,,,0
2,,1200390,120039000448,LAKEVIEW ELEMENTARY SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.879095,-80.220024,1290 NW 115TH ST,33167,1,Elementary,PK,5,50,77,75,61,53,,,,,,,,0
2,,1200390,120039000402,CRESTVIEW ELEMENTARY SCHOOL,DADE,OPA LOCKA,12,FL,12086,MIAMI-DADE COUNTY,25.945347,-80.238361,2201 NW 187TH ST,33056,1,Elementary,PK,5,50,63,76,56,43,,,,,,,,0
2,,1200390,120039000479,NORTH MIAMI ELEMENTARY SCHOOL,DADE,NORTH MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.909166,-80.185913,655 NE 145TH ST,33161,1,Elementary,PK,5,84,93,71,69,64,,,,,,,,0
2,,1200390,120039002428,NEVA KING COOPER EDUCATIONAL CENTER,DADE,HOMESTEAD,12,FL,12086,MIAMI-DADE COUNTY,25.474599,-80.480539,151 NW 5TH ST,33030,1,Other,PK,12,3,1,4,4,4,3,8,11,7,6,9,34,0
2,,1200390,120039000378,VAN E. BLANTON ELEMENTARY SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.86975,-80.215592,10327 NW 11TH AVE,33150,1,Elementary,PK,5,87,86,86,78,73,,,,,,,,0
2,,1200390,120039007515,ARCHCREEK ELEMENTARY SCHOOL,DADE,NORTH MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.900935,-80.184605,702 NE 137TH ST,33161,1,Elementary,PK,5,87,78,115,109,76,,,,,,,,0
2,,1200390,120039006435,WEST HIALEAH GARDENS ELEMENTARY SCHOOL,DADE,HIALEAH GARDENS,12,FL,12086,MIAMI-DADE COUNTY,25.881836,-80.348642,11990 NW 92ND AVE,33018,1,Elementary,PK,5,187,191,207,248,237,,,,,,,,0
2,,1200390,120039002149,SOUTH DADE TECHNICAL COLLEGE,DADE,HOMESTEAD,12,FL,12086,MIAMI-DADE COUNTY,25.477362,-80.475225,109 NE 8TH ST,33030,0,High,9,12,,,,,,,,,0,0,0,0,0
2,,1200390,120039000506,ROYAL GREEN ELEMENTARY SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.722496,-80.40549,13047 SW 47TH ST,33175,1,Elementary,PK,5,73,72,80,96,82,,,,,,,,0
2,,1200390,120039000399,CORAL REEF ELEMENTARY SCHOOL,DADE,PALMETTO BAY,12,FL,12086,MIAMI-DADE COUNTY,25.630061,-80.322407,7955 SW 152ND ST,33157,1,Elementary,PK,5,151,154,150,148,160,,,,,,,,0
2,,1200390,120039007291,JORGE MAS CANOSA MIDDLE SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.633431,-80.447916,15735 SW 144TH ST,33196,1,Middle,6,8,,,,,,574,580,623,,,,,0
2,,1200390,120039000412,EMERSON ELEMENTARY SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.737365,-80.324677,8001 SW 36TH ST,33155,1,Elementary,PK,5,65,56,56,62,59,,,,,,,,0
2,,1200390,120039000527,TROPICAL ELEMENTARY SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.725151,-80.362734,4545 SW 104TH AVE,33165,1,Elementary,PK,5,56,41,47,40,49,,,,,,,,0
2,,1200390,120039002146,NORTH MIAMI SENIOR ADULT EDUCATION,DADE,NORTH MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.89678,-80.184281,13110 NE 8TH AVE,33161,0,,,,,,,,,,,,,,,,0
2,,1200390,120039002115,JACK DAVID GORDON ELEMENTARY SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.629911,-80.429529,14600 COUNTRY WALK DR,33186,1,Elementary,PK,5,149,165,184,197,171,,,,,,,,0
2,,1200390,120039000591,HIALEAH SENIOR HIGH SCHOOL,DADE,HIALEAH,12,FL,12086,MIAMI-DADE COUNTY,25.865469,-80.278191,251 E 47TH ST,33013,1,High,9,12,,,,,,,,,514,552,543,658,0
2,,1200390,120039002987,WILLIAM H. LEHMAN ELEMENTARY SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.667299,-80.380266,10990 SW 113TH PL,33176,1,Elementary,PK,5,102,101,115,106,117,,,,,,,,0
2,,1200390,120039000582,SHENANDOAH MIDDLE SCHOOL,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.754245,-80.227251,1950 SW 19TH ST,33145,1,Middle,6,8,,,,,,406,448,396,,,,,0
2,,1200390,120039003562,BOOKER T. WASHINGTON SENIOR HIGH,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.786123,-80.204196,1200 NW 6TH AVE,33136,1,High,9,12,,,,,,,,,254,248,240,234,1
2,,1200390,120039002138,LINDSEY HOPKINS TECHNICAL COLLEGE,DADE,MIAMI,12,FL,12086,MIAMI-DADE COUNTY,25.794795,-80.208143,750 NW 20TH ST,33127,0,High,9,12,,,,,,,,,0,0,0,0,0
2,,1200390,120039000594,MIAMI BEACH SENIOR HIGH SCHOOL,DADE,MIAMI BEACH,12,FL,12086,MIAMI-DADE COUNTY,25.79955,-80.132141,2231 PRAIRIE AVE,33139,1,High,9,12,,,,,,,,,569,627,630,595,0
3,,2400090,240009000319,Steuart Hill Academic Academy,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.28681,-76.642603,30 S Gilmor St,21223,1,Elementary,PK,5,37,48,43,37,39,,,,,,,,0
3,,2400090,240009000299,Pimlico Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.33215,-76.684591,3910 Barrington Road,21207,1,Elementary,PK,8,29,30,33,33,19,38,55,35,,,,,0
3,,2400090,240009001693,Vanguard Collegiate Middle School,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.320485,-76.546061,5000 Truesdale Ave,21206,1,Other,6,11,,,,,,138,148,118,,,1,,0
3,,2400090,240009000182,Cross Country Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.362481,-76.687933,6100 Cross Country Blvd,21215,1,Elementary,PK,8,57,79,78,78,69,83,77,87,,,,,0
3,,2400090,240009000213,Garrett Heights Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.349407,-76.569715,2800 Ailsa Ave,21214,1,Elementary,PK,8,45,33,46,46,22,31,33,26,,,,,0
3,,2400090,240009000186,Dickey Hill Elementary/Middle,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.311439,-76.703841,5025 Dickey Hill Rd,21207,1,Elementary,PK,8,37,33,35,46,35,42,33,46,,,,,0
3,,2400090,240009000281,Montebello Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.328258,-76.585525,2040 E 32nd St,21218,1,Elementary,PK,8,54,49,51,52,52,61,61,68,,,,,0
3,,2400090,240009000602,North Bend Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.283428,-76.704958,181 North Bend Rd,21229,1,Elementary,PK,8,51,51,48,51,45,49,43,52,,,,,0
3,,2400090,240009000168,Carver Vocational-Technical High,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.304502,-76.652727,2201 Presstman St,21216,1,High,9,12,,,,,,,,,284,206,187,214,0
3,,2400090,240009001339,National Academy Foundation,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.296846,-76.597726,540 N. Caroline Street,21205,1,Other,6,12,,,,,,78,77,66,151,177,151,123,0
3,,2400090,240009000312,Sarah M. Roach Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.282859,-76.67457,3434 Old Frederick Rd,21229,1,Elementary,PK,5,34,28,40,38,39,,,,,,,,0
3,,2400090,240009001670,Elmer A. Henderson: A Johns Hopkins Partnership Sc,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.301277,-76.587249,2100 Ashland Avenue,21205,1,Elementary,KG,8,68,61,64,59,58,48,44,55,,,,,0
3,,2400090,240009000192,Edgecombe Circle Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.344697,-76.662775,2835 Virginia Ave,21215,1,Elementary,PK,5,48,38,42,46,35,,,,,,,,0
3,,2400090,240009000286,The Mount Washington School,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.36586,-76.654893,1801 Sulgrave Ave,21209,0,Elementary,KG,8,60,78,72,79,80,61,71,64,,,,,0
3,,2400090,240009000196,Eutaw-Marshburn Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.30643,-76.629933,1624 Eutaw Pl,21217,1,Elementary,PK,5,49,38,42,46,37,,,,,,,,0
3,,2400090,240009001675,Bluford Drew Jemison STEM Academy West,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.310294,-76.676618,2000 Edgewood Street,21216,1,Other,6,12,,,,,,59,69,49,63,48,53,38,0
3,,2400090,240009000222,Glenmount Elementary/Middle,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.352385,-76.541212,6211 Walther Ave,21206,1,Elementary,PK,8,66,58,69,70,56,81,77,86,,,,,0
3,,2400090,240009000298,Paul Laurence Dunbar High,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.29554,-76.59848,1400 Orleans Street,21231,1,High,9,12,,,,,,,,,218,198,172,223,0
3,,2400090,240009000241,Hazelwood Elementary/Middle,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.338589,-76.538511,4517 Hazelwood Ave,21206,1,Elementary,PK,8,48,40,47,59,42,70,44,69,,,,,0
3,,2400090,240009000199,Fallstaff Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.362172,-76.705535,3801 Fallstaff Rd,21215,1,Other,PK,10,37,54,58,59,41,47,60,59,,1,,,0
3,,2400090,240009000224,Graceland Park/O'Donnel Heights Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.282305,-76.539957,6300 O'Donnell St,21224,1,Elementary,PK,8,49,45,53,44,48,42,47,35,,,,,0
3,,2400090,240009000212,Gardenville Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.338867,-76.552536,5300 Belair Rd,21206,1,Elementary,PK,5,46,55,54,51,60,,,,,,,,0
3,,2400090,240009000326,Violetville Elementary/Middle,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.267879,-76.673752,1207 Pine Heights Ave,21229,1,Elementary,PK,8,39,37,42,44,40,60,49,42,,,,,0
3,,2400090,240009000285,Mount Royal Elementary/Middle,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.30899,-76.624241,121 Mc Mechen St,21217,1,Elementary,PK,8,37,44,63,57,55,138,118,137,,,,,0
3,,2400090,240009000282,Moravia Park,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.316987,-76.541113,6201 Frankford Ave,21206,1,Elementary,PK,5,123,119,110,103,100,,,,,,,,0
3,,2400090,240009001369,Sharp-Leadenhall Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.276492,-76.618907,150 W West St,21230,0,Elementary,1,5,1,2,6,12,9,,,,,,,,0
3,,2400090,240009000226,Grove Park Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.341937,-76.699429,5545 Kennison Ave,21215,1,Elementary,PK,8,25,29,24,32,30,16,31,29,,,,,0
3,,2400090,240009001430,Frederick Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.2821,-76.656691,2501 Frederick Ave,21223,1,Elementary,PK,6,72,73,70,77,62,1,,,,,,,0
3,,2400090,240009000236,Achievement Academy @ Harbor City High,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.36573,-76.569931,2201 Pinewood Avenue,21214,1,High,9,12,,,,,,,,,91,88,84,80,0
3,,2400090,240009001663,The Reach! Partnership School,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.31769,-76.585251,2801 St. Lo Drive,21213,1,High,9,12,,,,,,,,,166,133,110,117,0
3,,2400090,240009001531,Renaissance Academy,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.303183,-76.627872,1301 Mcculloh St,21217,0,High,9,12,,,,,,,,,93,67,52,34,0
3,,2400090,240009000323,Thomas Johnson Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.271087,-76.610823,100 E Heath St,21230,0,Elementary,PK,8,52,58,56,55,59,60,52,54,,,,,0
3,,2400090,240009000150,Baltimore City College,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.325783,-76.59706,3220 The Alameda,21218,0,High,9,12,,,,,,,,,351,336,304,319,0
3,,2400090,240009000334,William Paca Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.294872,-76.5796,200 N Lakewood Ave,21224,1,Elementary,PK,5,73,79,70,70,53,,,,,,,,0
3,,2400090,240009000153,Charles Carroll Barrister Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.279725,-76.636009,1327 Washington Blvd,21230,1,Elementary,PK,5,52,62,49,52,39,,,,,,,,0
3,,2400090,240009000147,Armistead Gardens Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.304822,-76.552678,5001 E Eager St,21205,1,Elementary,PK,8,83,74,82,85,96,86,58,62,,,,,0
3,,2400090,240009000293,Northwood Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.352542,-76.589478,5201 Loch Raven Blvd,21239,1,Elementary,PK,5,88,87,105,99,94,,,,,,,,0
3,,2400090,240009000303,Robert W. Coleman Elementary,BALTIMORE CITY PUBLIC SCHOOLS,BALTIMORE,24,MD,24510,BALTIMORE CITY,39.312978,-76.655316,2400 Windsor Ave,21216,1,Elementary,PK,5,48,42,68,50,58,,,,,,,,0
